subject_name,course_name,language,absolute_course_url
Social Sciences Courses,Teaching and Learning Iowa History - Iowans and the Struggles Against Anti-Black Racism,English,https://www.classcentral.com/course/canvas-network-teaching-and-learning-iowa-history-iowans-and-the-struggles-against-anti-black-racism-3675
Social Sciences Courses,How to Run an Ethical Campaign – and Win,English,https://www.classcentral.com/course/canvas-network-how-to-run-an-ethical-campaign-and-win-5646
Social Sciences Courses,Global politics / Politique globale,English,https://www.classcentral.com/course/federica-global-politics-politique-globale-7535
Social Sciences Courses,Understanding Political Concepts,English,https://www.classcentral.com/course/federica-understanding-political-concepts-7548
Engineering Courses,Continuum Mechanics and Transport Phenomena,English,https://www.classcentral.com/course/swayam-continuum-mechanics-and-transport-phenomena-13962
Engineering Courses,Environmental Geotechnics,English,https://www.classcentral.com/course/swayam-environmental-geotechnics-14040
Engineering Courses,Ergonomics In Automotive Design,English,https://www.classcentral.com/course/swayam-ergonomics-in-automotive-design-14043
Engineering Courses,Fabrication Techniques for MEMs- based sensors: clinical Perspective,English,https://www.classcentral.com/course/swayam-fabrication-techniques-for-mems-based-sensors-clinical-perspective-14048
Social Sciences Courses,Commodity Derivatives and Risk Management,English,https://www.classcentral.com/course/swayam-commodity-derivatives-and-risk-management-6563
Social Sciences Courses,Digital Culture: Visions and Legacies,English,https://www.classcentral.com/course/federica-digital-culture-visions-and-legacies-7565
Social Sciences Courses,Technology for Accountability Lab,English,https://www.classcentral.com/course/stanford-openedx-technology-for-accountability-lab-6938
Social Sciences Courses,Civil Rights and Civil Liberties,English,https://www.classcentral.com/course/janux-civil-rights-and-civil-liberties-1592
Engineering Courses,Farm Machinery,English,https://www.classcentral.com/course/swayam-farm-machinery-14050
Engineering Courses,Fiber-Optic Communication Systems and Techniques,English,https://www.classcentral.com/course/swayam-fiber-optic-communication-systems-and-techniques-14051
Engineering Courses,Flow through porous media,English,https://www.classcentral.com/course/swayam-flow-through-porous-media-14057
Social Sciences Courses,"Economics of Money and Banking, Part One",English,https://www.classcentral.com/course/money-1051
Social Sciences Courses,International Franchise Law: the World is Yours,English,https://www.classcentral.com/course/international-franchise-law-5401
Social Sciences Courses,The Road to the White House: The 2016 Presidential Election,English,https://www.classcentral.com/course/open-education-by-blackboard-the-road-to-the-white-house-the-2016-presidential-election-6484
Social Sciences Courses,Disability as a Human Rights Issue: Global and National Perspectives,English,https://www.classcentral.com/course/canvas-network-disability-as-a-human-rights-issue-global-and-national-perspectives-6815
Engineering Courses,Fluid and Particle Mechanics,English,https://www.classcentral.com/course/swayam-fluid-and-particle-mechanics-14059
Engineering Courses,Genetic Engineering: Theory and Application,English,https://www.classcentral.com/course/swayam-genetic-engineering-theory-and-application-14090
Engineering Courses,Geosynthetics Testing Laboratory,English,https://www.classcentral.com/course/swayam-geosynthetics-testing-laboratory-14094
Engineering Courses,Geotechnical Engineering Laboratory,English,https://www.classcentral.com/course/swayam-geotechnical-engineering-laboratory-14095
Social Sciences Courses,Disability as a human rights issue: global and national perspectives,English,https://www.classcentral.com/course/independent-disability-as-a-human-rights-issue-global-and-national-perspectives-13413
Social Sciences Courses,How to Read a Mind: an Introduction to Understanding Literary Characters,English,https://www.classcentral.com/course/how-to-read-a-mind-1574
Social Sciences Courses,Advanced Microeconomics for the Critical Mind,English,https://www.classcentral.com/course/canvas-network-advanced-microeconomics-for-the-critical-mind-4799
Engineering Courses,Glass In Buildings : Design And Applications,English,https://www.classcentral.com/course/swayam-glass-in-buildings-design-and-applications-14098
Engineering Courses,Glass Processing Technology,English,https://www.classcentral.com/course/swayam-glass-processing-technology-14099
Engineering Courses,Global Navigation Satellite Systems And Applications,English,https://www.classcentral.com/course/swayam-global-navigation-satellite-systems-and-applications-14100
Social Sciences Courses,Global Public Health,English,https://www.classcentral.com/course/independent-global-public-health-8504
Social Sciences Courses,Ancient Egypt,English,https://www.classcentral.com/course/ancientegypt-3597
Social Sciences Courses,EU budget and funding for regions and cities,English,https://www.classcentral.com/course/france-universite-numerique-eu-budget-and-funding-for-regions-and-cities-10963
Social Sciences Courses,The Mind is Flat: the Shocking Shallowness of Human Psychology,English,https://www.classcentral.com/course/the-mind-is-flat-1260
Engineering Courses,Heat Exchangers: Fundamentals and Design Analysis,English,https://www.classcentral.com/course/swayam-heat-exchangers-fundamentals-and-design-analysis-14104
Engineering Courses,Foundation Engineering,English,https://www.classcentral.com/course/swayam-foundation-engineering-14068
Engineering Courses,Fundamentals of Conduction and Radiation,English,https://www.classcentral.com/course/swayam-fundamentals-of-conduction-and-radiation-14072
Engineering Courses,Fundamentals of Electric Drives,English,https://www.classcentral.com/course/swayam-fundamentals-of-electric-drives-14073
Social Sciences Courses,Identifying the Dead: Forensic Science and Human Identification,English,https://www.classcentral.com/course/futurelearn-identifying-the-dead-forensic-science-and-human-identification-3653
Social Sciences Courses,Infrastructure Economics,English,https://www.classcentral.com/course/swayam-infrastructure-economics-3972
Social Sciences Courses,Strategy: An Introduction to Game Theory,English,https://www.classcentral.com/course/swayam-strategy-an-introduction-to-game-theory-5306
Social Sciences Courses,Foundations of IP Strategy,English,https://www.classcentral.com/course/desire2learn-foundations-of-ip-strategy-6979
Engineering Courses,Fundamentals of Electrical Engineering,English,https://www.classcentral.com/course/swayam-fundamentals-of-electrical-engineering-14074
Engineering Courses,Fundamentals of Food Process Engineering,English,https://www.classcentral.com/course/swayam-fundamentals-of-food-process-engineering-14075
Engineering Courses,Fundamentals of Particle and Fluid Solid Processing,English,https://www.classcentral.com/course/swayam-fundamentals-of-particle-and-fluid-solid-processing-14077
Engineering Courses,"Fundamentals of Surface Engineering: Mechanisms,Processes and Characterizations",English,https://www.classcentral.com/course/swayam-fundamentals-of-surface-engineering-mechanisms-processes-and-characterizations-14079
Social Sciences Courses,"Foreign Exchange Markets - Instruments, Risks and Derivatives",English,https://www.classcentral.com/course/edx-foreign-exchange-markets-instruments-risks-and-derivatives-7867
Social Sciences Courses,Qualitative Research Methods,English,https://www.classcentral.com/course/swayam-qualitative-research-methods-7966
Social Sciences Courses,Disability and a Good Life: Working with Disability,English,https://www.classcentral.com/course/working-with-disability-5896
Social Sciences Courses,International migrations :a global issue,English,https://www.classcentral.com/course/france-universite-numerique-international-migrations-a-global-issue-10940
Engineering Courses,Fundamentals of electronic device fabrication,English,https://www.classcentral.com/course/swayam-fundamentals-of-electronic-device-fabrication-14080
Engineering Courses,Fundamentals of manufacturing processes,English,https://www.classcentral.com/course/swayam-fundamentals-of-manufacturing-processes-14081
Engineering Courses,Fundamentals of micro and nanofabrication,English,https://www.classcentral.com/course/swayam-fundamentals-of-micro-and-nanofabrication-14082
Social Sciences Courses,Solving Public Policy Problems: UC Berkeley's Eightfold Path,English,https://www.classcentral.com/course/edx-solving-public-policy-problems-uc-berkeley-s-eightfold-path-4991
Engineering Courses,GPS Surveying,English,https://www.classcentral.com/course/swayam-gps-surveying-14085
Engineering Courses,Control systems,English,https://www.classcentral.com/course/swayam-control-systems-13963
Engineering Courses,DC Microgrid,English,https://www.classcentral.com/course/swayam-dc-microgrid-13979
Business Courses,Becoming an Entrepreneur,English,https://www.classcentral.com/course/edx-becoming-an-entrepreneur-5726
Engineering Courses,Dairy and Food process and products technology,English,https://www.classcentral.com/course/swayam-dairy-and-food-process-and-products-technology-13980
Engineering Courses,Electrical Distribution System Analysis,English,https://www.classcentral.com/course/swayam-electrical-distribution-system-analysis-14029
Engineering Courses,Electrical Machines (IITD),English,https://www.classcentral.com/course/swayam-electrical-machines-iitd-14030
